id,var_rpta_alt,prob_uno
497220#397598#682305,1,0.60002
384418#412197#667721,0,0.49357
20908#1055065#25277,1,0.62389
258929#464716#615626,0,0.35973
352390#1044456#35886,0,0.37892
306785#16248#885929,0,0.49037
127901#779265#301077,0,0.48273
325492#357423#722441,1,0.64500
50460#507544#572798,1,0.61047
87568#29884#1002261,0,0.15226
268717#993995#86347,1,0.58184
109000#500006#580336,0,0.13597
361323#615480#464862,0,0.33353
627381#741226#339116,0,0.44360
166954#109463#978335,0,0.37573
612232#175365#912736,0,0.38327
380402#764986#315356,1,0.50687
271545#251194#831804,0,0.25479
218965#955770#124572,1,0.50310
405707#801412#278930,0,0.33899
191757#219429#863358,1,0.84275
263698#612493#467849,1,0.68614
291385#610513#469829,0,0.28047
46473#893923#186419,0,0.35126
388182#265088#817901,1,0.54088
33675#1026072#54270,0,0.44558
387487#1075494#4848,1,0.83429
446522#223969#858831,1,0.53186
255679#619514#460828,0,0.24048
393924#462065#618274,0,0.49896
425051#1073675#6667,0,0.30056
325223#866815#213527,0,0.43341
93902#433345#646774,0,0.42252
391764#962748#117594,0,0.22544
398637#628196#452146,0,0.33235
200675#105537#982242,0,0.49563
600325#255856#827131,1,0.52465
268278#455182#625159,0,0.33118
128202#870651#209691,1,0.58441
308491#689270#391072,0,0.28762
156608#867668#212674,0,0.45231
432418#1065044#15298,0,0.35283
436386#153091#935012,0,0.44085
373541#297263#785837,0,0.45529
618058#292755#790317,1,0.71309
491116#831607#248735,0,0.41231
253662#478185#602157,0,0.35916
457886#450420#629954,0,0.42409
573783#765359#314983,0,0.24516
455180#410059#669864,0,0.49614
403141#390755#689148,0,0.37285
238009#253295#829706,1,0.51783
373792#814696#265646,0,0.42634
310618#756582#323760,0,0.40331
304233#953058#127284,1,0.56648
262749#603398#476944,0,0.21429
410240#457292#623038,0,0.44930
427271#152129#935971,0,0.46676
52208#255915#827070,0,0.29117
27926#498243#582099,0,0.08799
37908#1015752#64590,0,0.20874
207371#837685#242657,0,0.25216
596732#737222#343120,0,0.18539
553294#161426#926683,1,0.53353
141073#484018#596324,1,0.51323
452234#200508#887761,0,0.33114
281033#635875#444467,0,0.24582
232714#192579#895666,0,0.47471
595535#35139#1069915,1,0.62797
411703#55786#1049173,1,0.65972
530865#306936#776182,0,0.18847
213564#187798#900361,1,0.61058
71757#157457#930644,0,0.30401
46441#633313#447029,1,0.54547
36407#620627#459715,1,0.64075
87383#589667#490675,0,0.31730
129774#280783#802261,0,0.33836
111609#1073950#6392,1,0.54980
586475#627113#453229,1,0.64213
61259#653014#427328,1,0.51740
103675#248099#834904,0,0.29317
145968#713582#366760,1,0.78599
107007#916234#164108,0,0.29836
72618#337645#742978,1,0.54216
379899#956888#123454,0,0.37576
584501#369971#709880,0,0.40092
590277#732556#347786,1,0.62301
240587#436778#643501,0,0.45278
625496#385524#694327,0,0.36365
535301#1028081#52261,0,0.28033
296652#982208#98134,0,0.40956
156518#564948#515394,0,0.40694
274425#101435#986338,0,0.37142
60159#486283#594059,0,0.45097
107099#569478#510864,1,0.66372
54680#549465#530877,0,0.37315
503202#545762#534580,0,0.35103
222006#849137#231205,1,0.58295
433171#980077#100265,1,0.61085
211557#1029795#50547,0,0.41397
360043#186137#902011,0,0.35302
608208#542123#538219,1,0.64148
196743#268962#814050,0,0.31363
260790#159416#928688,0,0.44237
169586#98325#989441,0,0.43796
220372#429434#650562,1,0.51358
556090#66465#1038567,1,0.84275
612835#180552#907576,0,0.41394
534388#1027940#52402,0,0.46451
463270#150655#937441,1,0.55718
180723#984776#95566,0,0.42514
28303#657263#423079,0,0.44169
111643#187955#900205,0,0.44511
549653#76655#1028414,1,0.64348
501916#111670#976139,0,0.47034
442117#122697#965121,0,0.34277
138107#318460#764677,0,0.37266
363694#668788#411554,0,0.45763
531221#663106#417236,0,0.34642
433051#175125#912979,0,0.42556
112139#760801#319541,0,0.28996
235439#673920#406422,0,0.33371
621552#678540#401802,0,0.34971
193811#982440#97902,0,0.23395
178774#266141#816862,1,0.58803
620255#101145#986630,1,0.76916
62245#1033730#46612,0,0.32674
545735#290586#792470,0,0.38563
95372#382278#697576,1,0.69308
474989#741303#339039,0,0.21974
45199#878159#202183,0,0.30780
143821#560417#519925,0,0.47562
616467#870490#209852,1,0.65484
52066#3116#1011274,0,0.37850
520337#632773#447569,0,0.13634
12794#990772#89570,0,0.42560
402524#421832#658153,1,0.54130
255125#832174#248168,0,0.39144
8543#654277#426065,0,0.27575
296075#957467#122875,1,0.65008
75603#816649#263693,0,0.46063
163596#220358#862430,0,0.44491
270361#325649#757485,1,0.51038
113621#564102#516240,0,0.28769
262347#266166#816837,0,0.42757
345193#483618#596724,0,0.36430
443992#178005#910111,0,0.40771
74705#750804#329538,0,0.43117
178747#840914#239428,0,0.45722
477172#949134#131208,0,0.37412
514223#679239#401103,0,0.27361
401557#749116#331226,1,0.50528
144598#626459#453883,1,0.70271
439555#882181#198161,0,0.46997
205818#430325#649681,1,0.69347
599046#311547#771596,0,0.45624
108194#390341#689546,0,0.33538
220279#855374#224968,1,0.72722
594421#543134#537208,0,0.31748
227939#943442#136900,0,0.38620
394285#961356#118986,1,0.75141
188959#607512#472830,0,0.35351
197602#1042672#37670,1,0.62927
160567#161396#926713,1,0.60465
393956#229248#853588,0,0.34211
186345#217440#865335,1,0.79205
212201#693263#387079,0,0.49474
155691#953125#127217,0,0.36288
177347#878458#201884,0,0.28678
220180#582633#497709,0,0.44711
31869#188164#900002,0,0.44583
417658#722750#357592,0,0.47580
143910#560127#520215,1,0.51365
83598#249373#833625,0,0.46495
267242#604377#475965,0,0.37753
199159#715797#364545,0,0.42084
225765#994953#85389,1,0.79924
599635#542225#538117,1,0.54301
575080#819330#261012,0,0.47469
156951#1063862#16480,0,0.31369
18756#589688#490654,0,0.47263
222709#1076599#3743,0,0.48188
84047#884358#195984,0,0.39169
114646#744381#335961,0,0.45377
194250#111997#975815,0,0.41707
336652#763729#316613,0,0.27707
523498#65828#1039192,1,0.65837
433843#8871#1002067,0,0.28503
217021#1078255#2087,0,0.44036
447234#66220#1038806,0,0.28851
619604#1067465#12877,1,0.60275
457977#661467#418875,0,0.33899
625696#891885#188457,0,0.35015
182994#449265#631100,0,0.29146
621617#1020099#60243,0,0.27437
461617#199411#888856,0,0.48950
415363#740328#340014,1,0.66672
309187#28814#884685,0,0.17440
140530#875017#205325,0,0.45146
239730#744272#336070,1,0.62539
303880#730805#349537,0,0.38290
521376#130556#957293,0,0.48582
497738#672904#407438,1,0.58168
596059#522344#557998,0,0.32182
234141#721228#359114,0,0.23437
147698#498891#581451,0,0.31905
125443#703224#377118,0,0.45355
365336#317560#765585,1,0.76938
216225#900930#179412,0,0.48003
392588#64262#1036111,0,0.19506
140095#609008#471334,0,0.42444
465132#947630#132712,0,0.22379
484670#93111#994658,0,0.35582
331603#298320#784782,1,0.67009
432530#269272#813739,0,0.43892
304111#521702#558640,0,0.26968
155577#162505#925607,0,0.26875
78848#233188#849641,0,0.47549
533886#499283#581059,0,0.43988
167231#857534#222808,0,0.37436
260896#716538#363804,1,0.69468
341380#423767#656215,1,0.60522
506700#831483#248859,1,0.51240
260667#591835#488507,0,0.28600
170890#238040#844940,1,0.64031
519423#638177#442165,1,0.50725
346114#874169#206173,0,0.46370
35552#38784#1066303,0,0.27916
7533#616296#464046,0,0.42709
384390#831244#249098,1,0.60659
21728#866966#213376,0,0.37806
424165#877269#203073,0,0.29590
317143#1014545#65797,0,0.43734
355039#879033#201309,0,0.19972
112349#450990#629371,0,0.47799
522665#1012949#67393,0,0.32158
235967#551385#528957,0,0.26447
114273#844711#235631,0,0.40531
531100#1014285#66057,0,0.33034
115993#866263#214079,1,0.50720
375058#239179#843832,0,0.36933
408838#703039#377303,0,0.22737
73540#382743#697107,0,0.39155
160014#458753#621590,0,0.40415
68682#667524#412818,0,0.41891
350235#260787#822200,1,0.57265
547378#837739#242603,0,0.34335
355897#230035#852797,1,0.54471
528176#467707#612635,0,0.27095
366130#80532#1024700,0,0.37807
510413#887621#192721,1,0.59236
137418#955889#124453,0,0.26993
179505#984470#95872,0,0.24577
174321#211467#871287,1,0.54414
617149#36618#1068442,1,0.54969
499202#407031#672890,1,0.58375
86652#1026398#53944,1,0.52615
598232#532639#547703,0,0.25425
200595#622224#458118,0,0.44519
424616#838631#241711,0,0.46544
315215#1332#1003346,0,0.32906
515279#72727#1032331,1,0.52940
204084#82651#1022602,1,0.67414
19013#884311#196031,1,0.65781
336200#875233#205109,0,0.42813
429884#806158#274184,1,0.54819
512619#230198#852636,0,0.40179
149501#40426#1064666,1,0.57928
248726#514168#566174,1,0.51321
429087#359847#720015,0,0.48619
190952#1043569#36773,0,0.44008
634261#168609#919522,0,0.48863
375080#590449#489893,0,0.31834
551936#538114#542228,0,0.30616
453375#246024#836967,0,0.45119
553574#124857#962969,0,0.47173
80450#186044#902108,0,0.39725
512336#771746#308596,1,0.54453
313659#1445#1007421,0,0.04185
197605#509498#570844,0,0.30735
505531#868326#212016,0,0.43618
290110#1049407#30935,1,0.57014
518373#1024841#55501,0,0.42164
527015#15553#1076269,0,0.37826
249591#616950#463392,1,0.79662
622754#263012#819976,0,0.19029
409786#533836#546506,1,0.53053
254105#410061#669862,0,0.40956
68079#868321#212021,1,0.59980
307705#26987#885112,0,0.16062
111333#86765#1018501,1,0.51692
126479#741063#339279,0,0.17302
328744#166080#922037,1,0.65759
296974#502#1010140,0,0.15897
295954#245343#837654,1,0.51401
310896#22002#999011,0,0.10640
286489#857710#222632,0,0.22969
262459#740873#339469,1,0.52977
256655#394564#685353,0,0.48418
427801#827156#253186,0,0.37053
611872#170902#917236,0,0.21933
505171#15902#1080362,0,0.19880
484440#534845#545497,0,0.43417
473546#833290#247052,1,0.58569
229345#517168#563174,0,0.28458
152409#556823#523519,1,0.68506
174324#856868#223474,0,0.25901
251060#130449#957400,0,0.38954
613055#1033210#47132,0,0.44328
395895#907057#173285,1,0.64268
82591#789331#291011,0,0.11513
28016#683969#396373,0,0.31777
378424#846607#233735,1,0.66450
255036#651489#428853,0,0.21333
122442#149285#938805,0,0.35453
167102#1062275#18067,1,0.75909
494932#382472#697379,1,0.53645
240529#207230#875453,0,0.26733
564010#609084#471258,0,0.31436
610218#1022808#57534,0,0.23086
68684#629552#450790,0,0.14750
216731#126659#961176,0,0.23527
92432#32838#876993,1,0.54104
180629#963224#117118,1,0.54697
379328#503051#577291,0,0.41957
426346#113416#974397,1,0.76664
516783#359843#720019,1,0.55825
599208#202476#882757,1,0.67515
223727#1060039#20303,0,0.28740
189418#707021#373321,0,0.40557
10740#4783#1075307,1,0.57441
130728#977187#103155,0,0.41707
454293#750758#329584,0,0.40012
130728#977247#103095,0,0.43427
304763#568470#511872,0,0.34359
207177#857737#222605,1,0.68043
232449#442810#637495,1,0.58718
110125#420610#659384,0,0.45402
139906#340287#740354,0,0.41217
256163#679474#400868,0,0.47578
39976#474170#606172,0,0.31690
33844#648078#432264,1,0.59084
307976#17963#876966,0,0.26795
253214#436150#644092,1,0.64357
566813#199737#888532,0,0.36725
502465#685415#394927,0,0.46318
189782#836542#243800,1,0.59327
197317#332288#748287,1,0.63472
452068#623479#456863,0,0.36005
183138#449325#631042,0,0.37793
497012#832266#248076,0,0.36781
79421#1061981#18361,0,0.32131
374717#519084#561258,0,0.14039
136369#147685#940410,0,0.43715
20419#771749#308593,0,0.13976
83138#497414#582928,0,0.48364
223951#3552#1079621,0,0.47175
302618#531908#548434,1,0.54723
292959#239365#843650,0,0.30595
275746#127708#960142,0,0.39035
114439#1060997#19345,0,0.35176
314095#19711#885733,0,0.17114
586328#2177#1005727,0,0.49046
282156#7909#998686,0,0.23025
447181#461428#618912,1,0.50947
65705#408800#671120,1,0.51344
507152#137193#950913,0,0.41043
564321#1031134#49208,0,0.31206
596033#682437#397905,0,0.34688
142144#818950#261392,1,0.62564
378396#43625#1061192,0,0.43640
402335#1049985#30357,1,0.67510
134973#141045#947058,0,0.34436
304763#568488#511854,0,0.29923
179560#231762#851073,1,0.71750
257432#96410#991363,1,0.53340
2812#946332#134010,0,0.33333
61002#396400#683510,0,0.44545
342712#764342#316000,0,0.40889
215349#14782#1074993,1,0.66234
488046#132080#955822,0,0.33107
149182#274591#808429,0,0.49142
505117#626473#453869,0,0.14459
76722#1043006#37336,1,0.56207
362994#818632#261710,0,0.11431
43125#866481#213861,1,0.54903
30345#951906#128436,0,0.24784
243262#737142#343200,1,0.76263
181354#172332#915791,1,0.71554
608878#587869#492473,1,0.62751
176743#544597#535745,1,0.70174
246642#948786#131556,0,0.43987
580312#287729#795341,1,0.63641
418865#892448#187894,0,0.31121
366868#314837#768301,0,0.37807
260829#122630#965188,1,0.71192
302482#599995#480347,0,0.37526
223427#127009#960829,0,0.49615
70048#486347#593995,1,0.54137
457324#124538#963288,1,0.81478
3274#562435#517907,0,0.13502
514200#494744#585598,0,0.33565
552257#891584#188758,1,0.51717
481608#708710#371632,0,0.30517
138695#216587#866184,0,0.40944
477242#482806#597536,0,0.34396
467149#739556#340786,0,0.42954
173468#711371#368971,0,0.19426
599306#50990#1053921,1,0.68566
420123#326995#756134,0,0.49726
529197#1079728#614,0,0.38621
486720#631275#449067,0,0.20312
41468#498571#581771,1,0.59761
400617#71384#1033674,0,0.43782
308267#29304#728428,1,0.65663
517474#730219#350123,0,0.35190
78143#483152#597190,1,0.50485
42848#792533#287809,1,0.77387
576904#747409#332933,0,0.24707
150461#138371#949730,0,0.34622
448659#807989#272353,0,0.34481
22098#1079071#1271,1,0.66392
546259#678131#402211,0,0.17840
129423#603048#477294,1,0.69991
314592#5092#1077053,0,0.14475
27638#283304#799751,0,0.36298
237347#602631#477711,0,0.23058
21120#793937#286405,0,0.47942
234078#861788#218554,0,0.36016
263879#607222#473120,1,0.71763
538759#169682#918453,1,0.60761
101597#687338#393004,0,0.43865
122739#350466#730300,0,0.32697
432332#160592#927514,0,0.30595
612057#400021#679888,0,0.32098
32332#467400#612942,0,0.20050
520586#75514#1029548,0,0.38502
476036#654755#425587,0,0.30621
44938#536571#543771,1,0.53887
480848#84394#1020861,0,0.36287
79443#798680#281662,0,0.38056
242736#869752#210590,0,0.41921
34071#501100#579242,0,0.38019
67314#248417#834581,1,0.54694
32085#856159#224183,1,0.51755
144581#265674#817325,1,0.65199
487644#74565#1030484,0,0.33220
379294#285637#797424,0,0.44181
97116#801090#279252,0,0.27454
168263#501906#578436,0,0.27133
387473#591553#488789,0,0.44426
529816#635027#445315,0,0.31592
65819#142780#945316,1,0.60600
206718#134480#953572,1,0.53690
270524#602082#478260,1,0.75056
151611#732870#347472,0,0.41832
379328#503003#577339,0,0.41560
166674#728249#352093,1,0.57893
268353#791788#288554,0,0.40689
205197#662863#417479,0,0.18673
163076#1057564#22778,0,0.23910
464987#948160#132182,0,0.12793
125750#283766#799285,0,0.36602
461259#636998#443344,0,0.43928
388880#59877#1045099,1,0.54016
634179#961510#118832,0,0.36871
327272#815456#264886,0,0.26434
399282#371634#708217,0,0.33458
582577#341963#738694,1,0.51686
301775#743604#336738,0,0.42924
555112#3466#1010395,0,0.42078
268376#444568#635763,0,0.48109
430531#776909#303433,0,0.29863
488461#526320#554022,0,0.34533
240703#675544#404798,0,0.33131
356748#1022570#57772,0,0.23735
518202#259042#823947,0,0.29146
343033#322245#760895,1,0.58387
232079#834289#246053,0,0.34369
1077#276215#806812,0,0.34471
363858#1046282#34060,0,0.36331
371635#772687#307655,0,0.40630
112871#37982#1067099,1,0.60499
21302#794041#286301,1,0.59581
41562#623899#456443,0,0.34304
253940#80553#1024684,0,0.30865
599865#680239#400103,0,0.37699
421322#195807#892450,1,0.51021
486222#869552#210790,1,0.72331
263097#495142#585200,0,0.27687
126021#739822#340520,0,0.21993
429627#325479#757657,0,0.49660
295400#696173#384169,0,0.45303
185735#716126#364216,0,0.44478
277875#622206#458136,0,0.41158
272530#287891#795178,0,0.31571
64707#149623#938470,0,0.33538
566730#358560#721301,0,0.37646
420991#869284#211058,0,0.35190
157612#1074484#5858,0,0.32648
228617#871640#208702,1,0.64142
167030#1067464#12878,0,0.35596
591617#144943#943155,1,0.61832
326613#67254#1037779,0,0.36335
44104#884672#195670,0,0.48547
613606#691819#388523,0,0.40566
7404#787124#293218,0,0.18687
609751#303366#779739,1,0.55309
203601#320361#762795,1,0.53445
325428#121672#966149,0,0.41783
238300#85053#1020208,0,0.41814
33526#698235#382107,0,0.42251
282020#259745#823239,1,0.72035
628408#322287#760853,0,0.36903
185120#982890#97452,1,0.71840
316923#1010312#70030,0,0.36380
515286#877375#202967,1,0.55899
432759#24131#1002705,1,0.53270
155814#658220#422122,0,0.49628
465019#821606#258736,0,0.48372
151052#165987#922130,0,0.45917
620256#752935#327407,0,0.34979
213880#984965#95377,0,0.29341
360754#160631#927476,0,0.42294
417104#310912#772225,1,0.65434
251487#28251#753363,0,0.45103
311961#28168#875884,0,0.14690
487669#769499#310843,1,0.63249
611222#658538#421804,0,0.45332
172950#676502#403840,0,0.45362
575398#102955#984815,0,0.49687
361519#38265#1066818,1,0.61989
597299#269066#813945,0,0.38693
122693#254280#828712,0,0.33041
227063#456869#623453,1,0.54300
364183#472742#607600,0,0.05138
14073#418474#661521,0,0.48803
421645#753868#326474,0,0.34677
628094#171350#916784,0,0.47153
177368#748715#331627,1,0.65109
33719#979784#100558,0,0.39232
226691#960042#120300,0,0.41729
124356#762359#317983,0,0.28853
96872#850696#229646,0,0.27648
80406#1070769#9573,1,0.63348
405191#192295#895946,0,0.33217
291793#477848#602494,1,0.70628
360092#278014#805021,1,0.61828
435198#334060#746519,1,0.67041
115252#254113#828881,0,0.28326
312016#22703#1078732,0,0.07221
368962#285182#797877,0,0.34519
90610#1030467#49875,0,0.32365
556986#709128#371214,1,0.64168
130559#414352#665573,0,0.20114
156409#759546#320796,1,0.65960
138907#36124#1068926,0,0.43881
343520#378049#701809,0,0.38327
17104#508989#571353,0,0.20427
1210#627092#453250,0,0.41728
131460#1004194#76148,0,0.11906
558634#281207#801839,0,0.23238
53293#819487#260855,0,0.33659
488943#830498#249844,0,0.17070
561570#686596#393746,0,0.34426
401579#748776#331566,1,0.63802
396639#1053497#26845,0,0.42565
17484#950528#129814,0,0.15151
360733#315388#767753,0,0.43573
614369#873968#206374,1,0.71574
287480#531533#548809,1,0.61588
634498#459253#621087,0,0.45877
430949#878211#202131,0,0.43624
55678#1057037#23305,1,0.51857
99789#360881#718981,1,0.54739
609320#1023162#57180,0,0.19718
470322#880233#200109,0,0.42762
29265#469644#610698,0,0.21201
454946#876130#204212,1,0.52761
242307#493047#587295,1,0.53252
523253#353498#726371,1,0.69808
278339#458396#621950,0,0.32334
265248#745376#334966,1,0.55013
464130#42159#1062944,0,0.43341
42822#1080330#12,0,0.20515
332660#824946#255396,0,0.19811
411522#100294#987481,1,0.74503
76831#830749#249593,0,0.31468
37104#901726#178616,1,0.55410
444214#535529#544813,0,0.24194
216561#565751#514591,0,0.49595
475601#268003#815008,0,0.36872
429594#955259#125083,0,0.49827
181194#16944#1013518,0,0.31432
83282#551469#528873,0,0.47190
318534#373393#706459,0,0.37025
89253#460032#620309,0,0.40807
316364#20277#1010007,0,0.35429
453605#876596#203746,0,0.40002
206882#611613#468729,0,0.34260
190269#129350#982613,1,0.65254
151797#834579#245763,1,0.57151
476235#587965#492377,0,0.28528
418589#312358#770786,0,0.42759
284846#888276#192066,0,0.35274
369101#45951#1058881,0,0.43321
596146#144187#943915,0,0.40545
68052#878961#201381,0,0.17239
206248#102968#984802,0,0.29437
446228#953513#126829,0,0.35347
619427#153062#935041,1,0.65510
229071#1054198#26144,1,0.69260
504839#835242#245100,1,0.57962
187516#853713#226629,0,0.16693
162703#952684#127658,1,0.54434
402981#288892#794172,1,0.50992
454926#742616#337726,1,0.56592
605091#366419#713436,1,0.54716
62897#131786#917573,0,0.23058
515640#825537#254805,0,0.38118
191730#130788#957063,0,0.40073
576922#687174#393168,1,0.70639
629171#592471#487871,1,0.50236
258582#434736#645449,0,0.33222
229854#17300#1006359,1,0.65510
135429#817903#262439,0,0.41868
53430#701130#379212,0,0.31305
315342#673754#406588,1,0.64313
454478#270843#812164,0,0.45094
436457#586370#493972,0,0.25564
435122#364445#715406,1,0.56824
229509#597056#483286,1,0.54784
588900#1003682#76660,0,0.47074
102898#203625#881618,1,0.66678
145514#706750#373592,0,0.38943
206857#180370#907754,0,0.41707
558957#383117#696733,0,0.42232
102192#411922#667998,1,0.67742
120947#102404#985368,1,0.63722
280238#318856#764280,0,0.28326
21258#207932#874778,1,0.58189
245444#1026563#53779,1,0.52859
487159#1026467#53875,1,0.51979
389559#168007#920125,0,0.39878
157612#559720#520622,0,0.43526
457758#193170#895077,0,0.29055
431888#857076#223266,1,0.54891
26965#944044#136298,0,0.36320
390188#1074388#5954,0,0.34938
99586#489851#590491,0,0.42288
578348#262049#820934,0,0.17466
140053#90543#1014792,0,0.30189
526117#656686#423656,0,0.32223
426155#88651#1016648,1,0.63318
75840#505677#574665,0,0.49542
503088#299052#784050,0,0.42619
395258#593887#486455,0,0.39017
475222#270252#812761,0,0.39110
415762#997616#82726,0,0.32512
238622#785753#294589,0,0.42893
460929#118129#969700,1,0.57438
564154#569700#510642,0,0.32555
214453#490985#589357,1,0.74806
271616#705372#374970,0,0.44809
567796#556408#523934,0,0.30424
288364#32279#752337,0,0.34326
50625#770449#309893,0,0.31073
116982#889043#191299,0,0.33727
148555#500955#579387,0,0.38444
334205#795960#284382,0,0.47632
262453#716177#364165,1,0.73104
91154#267046#815964,0,0.46063
183674#115149#972671,0,0.49787
548662#1019113#61229,0,0.35361
21427#450410#629964,0,0.34383
249625#296107#786997,0,0.44345
105755#499093#581249,1,0.50635
507426#713711#366631,0,0.17348
567167#589309#491033,0,0.38305
283514#662886#417456,1,0.51858
124245#282283#800770,1,0.56969
567951#186619#901531,1,0.54728
267629#169521#918613,0,0.40052
232796#200926#887343,1,0.57692
374175#405887#674034,0,0.31228
37040#589418#490924,0,0.20113
210035#775490#304852,0,0.35172
3452#888453#191889,0,0.45287
372125#548428#531914,1,0.71098
368678#1042347#37995,0,0.34439
583945#726208#354134,0,0.18929
568181#807875#272467,1,0.59308
391395#612244#468098,1,0.54635
533030#256266#826718,1,0.75723
541873#631938#448404,1,0.64702
606151#466542#613800,0,0.22480
451294#723383#356959,0,0.23581
407166#712236#368106,0,0.23360
561192#290384#792672,1,0.54912
287794#756592#323750,0,0.30850
302769#507310#573032,0,0.21319
264904#602210#478132,0,0.23293
411061#811824#268518,0,0.25015
259771#223087#859714,1,0.66382
302131#942469#137873,0,0.30851
631707#977031#103311,0,0.45035
597997#654984#425358,1,0.68762
489891#952464#127878,0,0.46529
115678#86706#1018560,0,0.22210
556975#131926#955968,1,0.53810
180168#832591#247751,0,0.42931
591617#567454#512888,0,0.46287
130893#858627#221715,1,0.50781
453694#623318#457024,0,0.40433
9687#185552#902595,1,0.56058
183225#963035#117307,0,0.44213
483695#886178#194164,0,0.18344
150203#735962#344380,1,0.65341
170509#951417#128925,0,0.24565
31843#824126#256216,0,0.28037
263757#34468#1070571,0,0.44053
64030#739247#341095,1,0.58149
561998#44670#1060153,0,0.46154
74902#270205#812810,1,0.64169
406029#230795#852040,0,0.46558
453029#783960#296382,1,0.53683
378911#104250#983523,0,0.42153
179055#206871#875794,0,0.43023
610848#1034006#46336,0,0.41429
487658#769477#310865,0,0.31632
502856#793869#286473,0,0.49951
209875#281095#801949,0,0.47010
127934#778535#301807,0,0.37735
463588#676734#403608,0,0.19362
601305#173458#914660,0,0.41919
40988#612017#468325,1,0.55790
498685#204655#880598,0,0.37728
592686#437612#642685,0,0.45346
5494#567330#513012,1,0.81471
587473#381461#698392,0,0.35763
541234#670978#409364,0,0.35072
621913#556832#523510,0,0.39938
154039#231426#851411,0,0.49699
5840#519712#560630,0,0.45586
315697#2217#1002034,0,0.20944
252288#34427#1070612,0,0.32137
245301#121118#966705,0,0.34708
62770#1033804#46538,0,0.25639
41603#532053#548289,0,0.34761
196806#525091#555251,1,0.60592
237979#109491#978307,1,0.59313
516565#356508#723355,0,0.49267
35782#700651#379691,0,0.34940
135993#922684#157658,1,0.57638
156485#453358#626986,0,0.34054
222409#620437#459905,0,0.42948
417182#515687#564655,0,0.40220
54480#1054744#25598,0,0.25425
465183#948265#132077,0,0.24937
287644#791833#288509,0,0.33549
370712#106599#981187,0,0.29901
600164#527104#553238,0,0.46063
479204#618895#461447,0,0.31670
234435#473966#606376,0,0.46053
400048#348624#732123,1,0.58866
461327#950414#129928,0,0.37411
178782#965634#114708,0,0.24992
152591#520178#560164,0,0.48151
451425#898858#181484,0,0.34820
221733#450261#630110,1,0.50385
233789#513456#566886,0,0.39037
176879#755187#325155,0,0.41092
496046#593820#486522,0,0.43796
113505#265404#817588,0,0.37094
299797#1013579#66763,1,0.52841
41603#532036#548306,0,0.34761
489052#291803#791255,0,0.45119
47975#662755#417587,0,0.26312
244676#982985#97357,0,0.28127
565484#695036#385306,0,0.45606
109460#490866#589476,1,0.63931
354759#859852#220490,0,0.43897
229060#214821#867934,0,0.19950
208297#7722#1003684,1,0.59225
84642#292778#790294,0,0.43244
176186#872256#208086,1,0.71299
368542#1054740#25602,0,0.41865
631658#757902#322440,0,0.46788
182425#841099#239243,0,0.28113
181790#125029#962796,1,0.67249
193224#715217#365125,0,0.25403
586740#507105#573237,0,0.35631
542535#1058935#21407,0,0.46524
320219#408819#671102,0,0.33777
593223#1022170#58172,0,0.48444
336669#56755#1048192,0,0.46156
165615#553126#527216,0,0.31134
312284#27695#885421,0,0.16139
600164#527076#553266,1,0.54921
386879#845279#235063,0,0.43049
148746#206083#879192,1,0.56207
496506#172409#915714,1,0.58294
276479#1048183#32159,0,0.28045
218936#561478#518864,0,0.14688
438838#514172#566170,0,0.27978
181855#375024#704824,1,0.55130
629678#12148#1006147,0,0.35931
79593#855148#225194,0,0.44775
620591#108827#978970,0,0.46490
317310#41325#1063774,0,0.29511
437930#513184#567158,0,0.21768
8592#318846#764290,0,0.40261
99586#283028#800027,0,0.34769
4588#813972#266370,1,0.58551
54980#432169#647905,0,0.38118
135440#513754#566588,0,0.49848
20266#630810#449532,0,0.09755
591219#331049#749511,0,0.44973
449170#357309#722555,1,0.53051
42028#532064#548278,0,0.23330
237480#551311#529031,0,0.35596
505427#121584#966236,0,0.29336
202650#541905#538437,1,0.59555
126266#609775#470567,0,0.48815
583814#399657#680254,0,0.43361
434775#967045#113297,1,0.70612
145951#390169#689706,1,0.67082
299700#840832#239510,0,0.14376
72238#706223#374119,0,0.39182
507111#42545#1062264,0,0.36654
330465#74331#1030716,0,0.42759
167842#955510#124832,0,0.32892
497519#364385#715466,1,0.58210
582927#879754#200588,0,0.32858
233010#36664#1068397,0,0.47786
187562#447457#632890,0,0.42412
112846#413157#666757,1,0.70546
334336#865812#214530,1,0.58330
38804#383773#696083,1,0.57525
179180#231513#851323,0,0.45698
130895#492405#587937,1,0.54771
69693#697383#382959,1,0.63176
422795#751826#328516,1,0.59457
310686#487376#592966,1,0.68085
409544#1001529#78813,0,0.22589
341415#311450#771693,0,0.27267
24104#872743#207599,0,0.24244
569416#917952#162390,0,0.24023
507567#762303#318039,1,0.87337
184551#152225#935873,1,0.56584
45095#400642#679267,1,0.57620
292569#699567#380775,0,0.28886
458441#1009469#70873,0,0.32555
120592#948416#131926,0,0.37520
589462#733708#346634,0,0.44827
226617#855317#225025,1,0.60767
102546#645109#435233,0,0.39424
325012#190421#897815,0,0.49614
524423#51338#1053592,0,0.36335
271941#600405#479937,1,0.71873
159583#586514#493828,0,0.40556
546776#974921#105421,0,0.22537
47736#656765#423577,0,0.42079
350031#764557#315785,1,0.56178
591202#996555#83787,0,0.25806
513116#209228#873501,1,0.58454
