nit_enmascarado,num_oblig_orig_enmascarado,num_oblig_enmascarado,fecha_var_rpta_alt
229949,861899,218443,202401
504549,361871,717988,202401
73300,33734,1071294,202401
177986,764355,315987,202401
160743,828586,251756,202401
274306,429957,650045,202401
318861,995799,84543,202401
168104,528324,552018,202401
64676,652559,427783,202401
68603,203234,882003,202401
68603,629877,450465,202401
439274,382240,697614,202401
50769,811187,269155,202401
275302,154795,933319,202401
403905,54347,1050599,202401
72336,646733,433609,202401
228263,828984,251358,202401
263097,494968,585374,202401
88853,642446,437896,202401
337505,426710,653271,202401
172465,194809,893446,202401
170615,720000,360342,202401
473020,776900,303442,202401
175171,39313,1065783,202401
466031,1071812,8530,202401
3797,831459,248883,202401
523715,931229,149113,202401
397762,1010528,69814,202401
150928,402062,677854,202401
19076,889329,191013,202401
296606,497320,583022,202401
610957,183328,904809,202401
484507,981993,98349,202401
153827,830646,249696,202401
196495,835194,245148,202401
90791,503756,576586,202401
535381,682163,398179,202401
430262,136638,951464,202401
113114,260981,822002,202401
130735,779443,300899,202401
84471,392305,687594,202401
90471,327948,755194,202401
184512,809957,270385,202401
261266,749491,330851,202401
6563,758256,322086,202401
73520,1050975,29367,202401
222006,519237,561105,202401
402881,963434,116908,202401
274257,979314,101028,202401
373242,840360,239982,202401
225774,618031,462311,202401
6022,249290,833710,202401
16226,603646,476696,202401
24390,1077967,2375,202401
599073,280841,802203,202401
388739,82579,1022674,202401
544727,670920,409422,202401
435239,251042,831959,202401
167869,479872,600470,202401
204337,405817,674106,202401
304042,953529,126813,202401
167869,479797,600545,202401
348017,924397,155945,202401
251661,559089,521253,202401
164484,122873,964947,202401
48019,139441,948659,202401
20949,1023803,56539,202401
56998,752698,327644,202401
37433,1011973,68369,202401
580713,672278,408064,202401
410181,402773,677148,202401
154473,310255,772884,202401
500746,242103,840913,202401
43366,320150,763007,202401
108901,741028,339314,202401
555007,411948,667972,202401
253867,233223,849605,202401
29029,497383,582959,202401
485157,404998,674927,202401
115424,681411,398931,202401
303268,585864,494478,202401
365629,713270,367072,202401
543611,301809,781305,202401
353311,380738,699118,202401
583188,1009688,70654,202401
67154,214767,867988,202401
203871,398818,681095,202401
265180,606519,473823,202401
140699,740023,340319,202401
605470,291667,791392,202401
398195,991749,88593,202401
149755,660701,419641,202401
144072,560438,519904,202401
621645,991009,89333,202401
319693,54468,1050479,202401
68033,387245,692608,202401
535830,669924,410418,202401
589670,433600,646534,202401
254324,314534,768608,202401
168607,567303,513039,202401
485840,702374,377968,202401
354144,799497,280845,202401
271737,797685,282657,202401
529906,245327,837669,202401
304034,952264,128078,202401
309009,1064375,15967,202401
163273,1021987,58355,202401
39539,40342,1064751,202401
483137,892014,188328,202401
104747,243054,839957,202401
629375,1054164,26178,202401
190349,290212,792844,202401
192352,963023,117319,202401
133647,679250,401092,202401
212359,280139,802905,202401
500520,993491,86851,202401
514648,135638,952450,202401
85384,494080,586262,202401
134383,734098,346244,202401
425815,862477,217865,202401
8959,169526,918608,202401
244323,701496,378846,202401
239867,780120,300222,202401
543473,621284,459058,202401
519263,635639,444703,202401
343420,882238,198104,202401
37811,1010833,69509,202401
89488,845297,235045,202401
136187,267443,815566,202401
399386,716119,364223,202401
439555,882181,198161,202401
268456,433618,646516,202401
121493,654718,425624,202401
324360,53582,1051370,202401
505468,164669,923451,202401
147575,136694,951409,202401
172213,295816,787282,202401
73794,650912,429430,202401
402245,1000558,79784,202401
383520,152218,935880,202401
191563,167466,920660,202401
138133,610163,470179,202401
327060,356974,722891,202401
146880,830043,250299,202401
123614,832587,247755,202401
217958,550393,529949,202401
346930,64424,1040582,202401
235216,678551,401791,202401
59888,772907,307435,202401
27008,796703,283639,202401
624209,587806,492536,202401
109010,536995,543347,202401
3503,1042787,37555,202401
122098,133545,954438,202401
344599,153089,935014,202401
53935,430124,649877,202401
632874,233296,849533,202401
253972,42152,1062951,202401
102097,297090,786011,202401
589098,202785,882450,202401
440313,806397,273945,202401
393367,609552,470790,202401
56912,565096,515246,202401
71811,344612,736067,202401
206674,552860,527482,202401
614684,104021,983751,202401
512703,792785,287557,202401
73731,209902,872833,202401
568239,315189,767949,202401
312961,523294,557048,202401
337788,338372,742268,202401
422809,51464,1053473,202401
465913,223681,859118,202401
598524,141560,946538,202401
591574,44812,1060010,202401
168015,566183,514159,202401
46194,621546,458796,202401
15775,612733,467609,202401
471654,706189,374153,202401
489589,622652,457690,202401
210504,527488,552854,202401
68858,866820,213522,202401
438750,909554,170788,202401
474384,1057783,22559,202401
288104,670107,410235,202401
27115,477255,603087,202401
196762,465266,615076,202401
243563,297187,785914,202401
229080,248916,834089,202401
105969,368348,711513,202401
582736,355007,724861,202401
383719,1051615,28727,202401
291433,985918,94424,202401
472136,559489,520853,202401
158529,528980,551362,202401
632412,366408,713448,202401
422096,143443,944660,202401
573398,308662,774459,202401
146251,561905,518437,202401
333256,55701,1049256,202401
369576,326772,756357,202401
331774,988324,92018,202401
500746,367279,712580,202401
567320,977401,102941,202401
92497,623227,457115,202401
186962,1049919,30423,202401
135854,84587,1020665,202401
290395,314705,768437,202401
604654,797299,283043,202401
424421,961094,119248,202401
373062,57107,1047849,202401
72100,1052876,27466,202401
420703,54514,1050433,202401
251305,692959,387383,202401
132668,486279,594063,202401
429144,955834,124508,202401
118223,439034,641270,202401
573662,95468,992311,202401
527999,404599,675324,202401
463419,209426,873303,202401
492212,512852,567490,202401
114077,1046066,34276,202401
151046,520007,560335,202401
24809,457096,623226,202401
262171,431303,648748,202401
599275,542776,537566,202401
174755,826041,254301,202401
50221,367596,712267,202401
33839,848145,232197,202401
199452,705844,374498,202401
296759,1022923,57419,202401
164831,906854,173488,202401
297998,983630,96712,202401
103140,654452,425890,202401
30350,326107,757029,202401
42823,628142,452200,202401
23981,261110,821872,202401
147001,180410,907714,202401
111149,245807,837190,202401
575927,768034,312308,202401
244114,821588,258754,202401
63257,877238,203104,202401
598543,949990,130352,202401
241116,537977,542365,202401
315511,627377,452965,202401
99851,40243,1064853,202401
454869,58703,1046279,202401
527667,156686,931417,202401
241475,494249,586093,202401
21092,441017,639299,202401
557184,121321,966500,202401
352944,267739,815272,202401
17310,807531,272811,202401
159910,1072750,7592,202401
225087,441392,638918,202401
247282,362403,717452,202401
443019,744023,336319,202401
216036,1023610,56732,202401
88916,703325,377017,202401
364019,82762,1022489,202401
385075,747772,332570,202401
442730,614011,466331,202401
490308,423571,656413,202401
87273,42254,1062553,202401
365308,1049751,30591,202401
525617,663307,417035,202401
581070,869044,211298,202401
85815,675264,405078,202401
11869,1067432,12910,202401
83931,328415,754744,202401
476854,640783,439559,202401
605778,211765,870989,202401
304916,209294,873436,202401
189454,727581,352761,202401
477179,266629,816376,202401
561614,292224,790840,202401
389527,845274,235068,202401
373952,745673,334669,202401
95558,636115,444227,202401
162870,878976,201366,202401
449704,751056,329286,202401
192030,833919,246423,202401
218474,327599,755531,202401
525843,656479,423863,202401
169638,140284,947818,202401
154844,43895,1060924,202401
150729,855328,225014,202401
277949,852120,228222,202401
168607,133167,954795,202401
260033,979182,101160,202401
430693,1073604,6738,202401
583515,875124,205218,202401
516521,301144,781972,202401
339233,925562,154780,202401
427925,891794,188548,202401
170084,393535,686375,202401
613847,183076,905060,202401
39516,562087,518255,202401
517461,203647,881595,202401
474643,175867,912230,202401
462435,738414,341928,202401
294933,123914,963917,202401
180353,895520,184822,202401
494669,77176,1027906,202401
75840,505682,574660,202401
184445,749573,330769,202401
317434,241087,841934,202401
319404,944144,136198,202401
550829,1003330,77012,202401
273737,908866,171476,202401
179175,90088,1015233,202401
446975,787905,292437,202401
348157,110394,977405,202401
206885,294134,788953,202401
384445,943654,136688,202401
604562,1050893,29449,202401
114418,259660,823326,202401
488617,326965,756164,202401
571979,666156,414186,202401
10397,522712,557630,202401
170445,754016,326326,202401
148555,500935,579407,202401
411734,74010,1031039,202401
27115,477290,603052,202401
524174,944804,135538,202401
78652,83430,1021815,202401
389355,340080,740568,202401
337245,657667,422675,202401
438115,513206,567136,202401
380511,875833,204509,202401
54615,949717,130625,202401
488590,797046,283296,202401
483218,768614,311728,202401
624355,347076,733636,202401
27690,43587,1061231,202401
545701,1043571,36771,202401
402693,632579,447763,202401
166661,1062760,17582,202401
436210,934585,145757,202401
13148,886486,193856,202401
171258,788420,291922,202401
585194,141693,946406,202401
377158,862588,217754,202401
148453,504522,575820,202401
446749,624485,455857,202401
413025,288717,794348,202401
270647,831749,248593,202401
303652,847316,233026,202401
405212,371313,708537,202401
83838,416376,663614,202401
7201,1018468,61874,202401
565203,208732,873991,202401
491424,866774,213568,202401
154574,417317,662677,202401
422217,753220,327122,202401
633878,674430,405912,202401
232822,131577,956293,202401
84696,496300,584042,202401
519556,361178,718685,202401
308905,858888,221454,202401
587042,99010,988767,202401
497063,314343,768795,202401
358489,714251,366091,202401
429897,945688,134654,202401
564635,868038,212304,202401
26444,1074967,5375,202401
367240,165182,922938,202401
25405,1060950,19392,202401
576708,660196,420146,202401
457890,449938,630439,202401
253336,991593,88749,202401
438864,730698,349644,202401
222611,220542,862251,202401
457099,508848,571494,202401
619794,323466,759665,202401
249259,98272,989495,202401
249586,256949,826027,202401
16464,810199,270143,202401
227552,720703,359639,202401
215770,141913,946189,202401
510111,793318,287024,202401
471081,947675,132667,202401
517777,1025505,54837,202401
196443,608629,471713,202401
618156,764163,316179,202401
221317,995139,85203,202401
283887,664846,415496,202401
54211,139453,948647,202401
582788,827888,252454,202401
380937,559094,521248,202401
142442,1005652,74690,202401
243854,588404,491938,202401
524837,265965,817034,202401
326884,317670,765471,202401
581444,726185,354157,202401
182425,840390,239952,202401
295143,138077,950020,202401
109538,468351,611991,202401
500250,424559,655425,202401
421018,34438,1070601,202401
317154,819961,260381,202401
215994,469703,610639,202401
22150,787331,293011,202401
484943,768048,312294,202401
352380,388410,691442,202401
602942,680221,400121,202401
145810,83136,1022114,202401
435990,957800,122542,202401
493871,957204,123138,202401
301359,81007,1024248,202401
415274,969074,111268,202401
384390,831274,249068,202401
15682,496653,583689,202401
185105,979451,100891,202401
182774,714249,366093,202401
437946,614192,466150,202401
5285,732322,348020,202401
306623,742472,337870,202401
387199,449969,630408,202401
187423,214137,868623,202401
197568,435796,644435,202401
513883,630877,449465,202401
566167,501859,578483,202401
418484,997334,83008,202401
71324,631544,448798,202401
309912,995087,85255,202401
2147,801503,278839,202401
271545,150348,937746,202401
632325,387399,692453,202401
615366,1033958,46384,202401
607511,211999,870756,202401
456417,709344,370998,202401
406705,547137,533205,202401
97666,490574,589768,202401
344394,658569,421773,202401
621242,418040,661958,202401
19925,207745,874962,202401
161970,843954,236388,202401
246326,700576,379766,202401
63350,682431,397911,202401
330874,42021,1063083,202401
507796,424017,655966,202401
608355,180477,907648,202401
310797,514267,566075,202401
27752,879060,201282,202401
224005,485768,594574,202401
304782,35548,1069503,202401
551632,632233,448109,202401
356003,882728,197614,202401
248674,622666,457676,202401
142721,629457,450885,202401
179884,692863,387479,202401
262651,1042023,38319,202401
127385,475505,604837,202401
159775,411398,668526,202401
418682,247887,835114,202401
557788,102632,985143,202401
519606,637146,443196,202401
270939,1043299,37043,202401
532592,875303,205039,202401
187864,1039350,40992,202401
617705,500565,579777,202401
75555,187350,900806,202401
80910,341878,738777,202401
606369,710226,370116,202401
23722,688589,391753,202401
453757,543298,537044,202401
364210,802838,277504,202401
477921,655561,424781,202401
366012,543726,536616,202401
274425,101435,986338,202401
517692,818663,261679,202401
121584,655005,425337,202401
570349,866104,214238,202401
317709,969251,111091,202401
470036,1048188,32154,202401
558591,33995,1071033,202401
592260,805224,275118,202401
400934,209021,873705,202401
185015,272196,810817,202401
436176,555350,524992,202401
519426,476098,604244,202401
175297,119748,968079,202401
335302,969629,110713,202401
371486,320438,762719,202401
12991,531086,549256,202401
618445,51739,1053203,202401
8394,609333,471009,202401
487954,992941,87401,202401
555141,364702,715151,202401
335692,356402,723463,202401
499634,112521,975293,202401
436018,38741,1066346,202401
224482,438757,641550,202401
235233,861065,219277,202401
35537,481334,599008,202401
315760,525769,554573,202401
503865,1024299,56043,202401
494956,817320,263022,202401
620531,820410,259932,202401
457398,640568,439774,202401
83498,680333,400009,202401
79593,855152,225190,202401
455474,764284,316058,202401
75603,816649,263693,202401
390492,160135,927963,202401
99763,174068,914045,202401
622859,1077635,2707,202401
590722,473374,606968,202401
344827,366771,713089,202401
55223,1062006,18336,202401
167598,293664,789416,202401
249362,429471,650526,202401
199549,309813,773319,202401
546273,383099,696751,202401
542782,246771,836224,202401
39580,83553,1021690,202401
303549,282272,800781,202401
99334,297494,785609,202401
489541,888348,191994,202401
417404,321638,761510,202401
229653,843273,237069,202401
616853,180633,907498,202401
205900,485620,594722,202401
72823,472414,607928,202401
260900,999782,80560,202401
496973,114234,973586,202401
553839,1033793,46549,202401
461825,522064,558278,202401
222219,766892,313450,202401
249591,616948,463394,202401
181435,464346,615996,202401
109872,668193,412149,202401
282798,656278,424064,202401
81133,617355,462987,202401
61836,656125,424217,202401
238561,498111,582231,202401
123989,101381,986392,202401
421262,527692,552650,202401
115708,335188,745396,202401
198006,1052195,28147,202401
201880,663551,416791,202401
481400,152295,935800,202401
582882,822661,257681,202401
570266,906601,173741,202401
295616,655502,424840,202401
90199,1026113,54229,202401
125971,279781,803266,202401
255013,1052288,28054,202401
101766,306791,776328,202401
349825,59359,1045616,202401
445015,1063680,16662,202401
453379,307648,775474,202401
149727,597999,482343,202401
592209,828577,251765,202401
222709,1076599,3743,202401
499146,878725,201617,202401
90895,417140,662856,202401
168052,116542,971272,202401
470231,459967,620375,202401
273020,603613,476729,202401
278468,787454,292888,202401
108333,416603,663391,202401
163009,566308,514034,202401
450127,682841,397501,202401
337811,350731,730037,202401
488095,128418,959435,202401
568434,741449,338893,202401
572983,81729,1023514,202401
569047,639120,441222,202401
72581,365718,714139,202401
548947,529222,551120,202401
59115,518724,561618,202401
516015,141402,946699,202401
233725,756314,324028,202401
482802,904784,175558,202401
519676,687284,393058,202401
50092,430458,649554,202401
578807,483140,597202,202401
260717,829682,250660,202401
121,258590,824398,202401
59521,696380,383962,202401
418739,714518,365824,202401
380517,1042126,38216,202401
168556,702130,378212,202401
50460,347089,733623,202401
83281,684316,396026,202401
86613,600860,479482,202401
260904,984153,96189,202401
490788,244063,838936,202401
547653,775451,304891,202401
201123,625111,455231,202401
412321,1049364,30978,202401
458068,394992,684919,202401
362954,1003708,76634,202401
446108,354346,725518,202401
193245,606938,473404,202401
215994,679777,400565,202401
168104,528694,551648,202401
472035,71829,1033236,202401
372112,315590,767554,202401
627611,58557,1046425,202401
473057,336504,744076,202401
191410,145528,942566,202401
246219,891399,188943,202401
493153,150986,937109,202401
457266,463526,616816,202401
172786,493712,586630,202401
510514,166269,921853,202401
295561,415309,664643,202401
149470,698673,381669,202401
632072,373676,706178,202401
486452,255208,827781,202401
484362,868025,212317,202401
224005,485864,594478,202401
434413,159831,928269,202401
148357,1027831,52511,202401
603076,624982,455360,202401
548646,1018501,61841,202401
198051,93445,994324,202401
535999,222448,860344,202401
235329,766228,314114,202401
269422,1006988,73354,202401
307797,726937,353405,202401
73105,687021,393321,202401
206533,278421,804619,202401
252648,263375,819613,202401
49171,565803,514539,202401
331644,884494,195848,202401
291630,627628,452714,202401
147929,959899,120443,202401
110690,105918,981861,202401
135000,948449,131893,202401
134916,967089,113253,202401
92484,433393,646731,202401
614225,443912,636410,202401
264271,605201,475141,202401
125080,634813,445529,202401
31775,821486,258856,202401
268187,192627,895618,202401
165325,828832,251510,202401
41663,367570,712293,202401
370467,75647,1029418,202401
434814,746148,334194,202401
431531,983285,97057,202401
88718,130188,957656,202401
581940,62686,1042299,202401
303211,520744,559598,202401
361898,262091,820891,202401
41497,261334,821650,202401
176551,543206,537136,202401
128219,870875,209467,202401
222352,994688,85654,202401
317879,67317,1037714,202401
342868,775449,304893,202401
165435,857321,223021,202401
177839,278991,804047,202401
15780,654567,425775,202401
341719,118759,969072,202401
581592,879214,201128,202401
217237,351451,729317,202401
630114,408985,670940,202401
345161,679449,400893,202401
170959,1062657,17685,202401
444194,862170,218172,202401
390042,265824,817174,202401
429650,227731,855097,202401
268510,544265,536077,202401
582354,560149,520193,202401
379979,374762,705088,202401
514155,678366,401976,202401
329895,409577,670344,202401
244220,556364,523978,202401
425691,803198,277144,202401
42500,726371,353971,202401
435721,70524,1034525,202401
146554,448594,631762,202401
11696,1024807,55535,202401
260220,968157,112185,202401
15447,643027,437315,202401
526354,661806,418536,202401
132729,689296,391046,202401
476532,948462,131880,202401
436457,585890,494452,202401
58457,627715,452627,202401
105587,985627,94715,202401
60416,180001,908121,202401
161174,1057565,22777,202401
204151,487543,592799,202401
167063,292830,790242,202401
48926,977162,103180,202401
252145,968729,111613,202401
117286,903775,176567,202401
520545,694693,385649,202401
199503,428325,651672,202401
520545,694770,385572,202401
288132,572120,508222,202401
223481,294908,788186,202401
22194,836783,243559,202401
289439,1077277,3065,202401
107016,170358,938517,202401
165625,4689,1002994,202401
512261,22130,1012341,202401
465671,373659,719684,202401
151748,819867,260475,202401
444378,837225,243117,202401
86594,238562,767952,202401
23766,435119,645084,202401
110040,851290,229052,202401
13091,745667,334675,202401
580419,1038901,41441,202401
75931,294071,844121,202401
405241,66326,1051804,202401
12868,11071,998341,202401
311730,29341,728255,202401
315911,19319,1001397,202401
307532,25111,753531,202401
307977,15937,1002059,202401
620694,406311,672061,202401
284259,12380,1006687,202401
312494,21424,998494,202401
599977,158092,947052,202401
170968,11696,1006458,202401
546956,6316,1079312,202401
305260,28986,728441,202401
609398,427,1073703,202401
52991,309727,792717,202401
219429,798321,282021,202401
376438,877714,202628,202401
210772,450571,629801,202401
313489,28939,885285,202401
314273,858,1000228,202401
239107,332800,745504,202401
312313,23814,1004798,202401
438365,23486,999405,202401
85788,25334,1004095,202401
296507,2723,1073079,202401
529134,20631,1010716,202401
314215,27021,886013,202401
288248,3668,1011505,202401
407581,5679,1079266,202401
604445,308891,840592,202401
195849,368923,720130,202401
309951,32395,885853,202401
251913,16635,1075347,202401
313155,24935,1001497,202401
492596,240229,832830,202401
316187,2143,1006637,202401
372289,2708,1001966,202401
397102,1281,1073631,202401
306750,22767,877078,202401
308416,1872,1011951,202401
306254,31645,877988,202401
306542,28594,884095,202401
309176,21096,885419,202401
382707,361446,699132,202401
313159,28553,885299,202401
521232,28507,885046,202401
311600,18397,1001178,202401
440051,14579,997908,202401
81315,10200,998749,202401
60768,663,1010391,202401
537752,12196,1076760,202401
149989,16001,1072009,202401
297353,18318,1075598,202401
327688,154927,946722,202401
546042,5560,1075768,202401
316548,3508,875958,202401
138633,28750,752362,202401
306231,16538,1008190,202401
208396,16959,1007229,202401
311480,28430,876471,202401
281403,29648,728018,202401
127306,344,998317,202401
77376,31010,752062,202401
314832,21039,1013657,202401
11596,28658,754218,202401
515089,7601,1072059,202401
310295,22829,884540,202401
119254,14527,883515,202401
519932,418683,656301,202401
309089,32093,877963,202401
64728,31802,752233,202401
314673,18195,1072190,202401
310199,28747,752451,202401
17538,27710,752473,202401
191298,24240,754538,202401
306634,29702,1006314,202401
280900,15878,1078661,202401
405154,14985,1010358,202401
63444,27884,753521,202401
305137,22850,885283,202401
359546,6871,1003927,202401
310844,14459,885759,202401
77685,23441,1079799,202401
126520,10011,1009167,202401
473654,11935,1004975,202401
574913,651925,428417,202401
353337,378444,701412,202401
216678,383246,696605,202401
289751,775537,304805,202401
14073,418474,661521,202401
526576,778541,301801,202401
235835,159160,928949,202401
548411,41532,1063567,202401
619981,1072748,7594,202401
94719,769678,310664,202401
189101,297151,785950,202401
609636,611244,469098,202401
153802,446913,633434,202401
513553,770595,309747,202401
192952,893093,187249,202401
35329,443966,636357,202401
371635,772687,307655,202401
303268,585989,494353,202401
430318,720533,359809,202401
572059,729414,350928,202401
323571,386743,693108,202401
398254,766657,313685,202401
372361,186560,901589,202401
271711,286880,796180,202401
513564,632455,447887,202401
200430,1007985,72357,202401
382372,754447,325895,202401
177339,358057,721804,202401
242422,493213,587129,202401
386937,573466,506876,202401
601825,542299,538043,202401
581865,906369,173973,202401
1944,757462,322880,202401
129071,489483,590859,202401
37481,287067,795997,202401
335631,43833,1060987,202401
421342,466888,613454,202401
222825,714181,366161,202401
99892,689993,390349,202401
46525,1025496,54846,202401
504043,876895,203447,202401
152511,145221,942876,202401
338666,77258,1027824,202401
186607,95855,991921,202401
242307,492923,587419,202401
152105,854795,225547,202401
3256,562026,518316,202401
604879,62948,1042037,202401
368002,118273,969558,202401
103911,459120,621221,202401
469973,777898,302444,202401
473011,480424,599918,202401
396448,92248,995515,202401
276071,1039777,40565,202401
190241,92998,994770,202401
422970,157051,931048,202401
191813,280940,802103,202401
17995,637093,443249,202401
39388,280106,802938,202401
225338,957646,122696,202401
311129,784162,296180,202401
14512,79587,1025589,202401
255304,645699,434643,202401
31849,558746,521596,202401
55546,834954,245388,202401
163633,267332,815675,202401
114006,178232,909887,202401
68012,1009736,70606,202401
134811,1056468,23874,202401
522641,646829,433513,202401
331671,193362,894885,202401
566840,327558,755572,202401
14994,645958,434384,202401
125729,794464,285878,202401
426909,120963,966861,202401
57628,746439,333903,202401
42745,106481,981302,202401
185797,516806,563536,202401
426906,53713,1051237,202401
154751,754128,326214,202401
624752,896411,183931,202401
489448,624133,456209,202401
244398,263888,819101,202401
360732,553385,526957,202401
48166,621270,459072,202401
392119,43208,1061613,202401
296137,161369,926741,202401
251939,971514,108828,202401
426668,574180,506162,202401
511699,697688,382654,202401
447273,185699,902447,202401
477251,428756,651239,202401
588154,613629,466713,202401
428679,865856,214486,202401
514312,75926,1029143,202401
514449,146464,941629,202401
606175,94407,993372,202401
440262,593557,486785,202401
289635,673118,407224,202401
378346,219041,863737,202401
421262,527691,552651,202401
238561,498149,582193,202401
220034,866969,213373,202401
482919,447502,632846,202401
418645,442505,637802,202401
410650,605823,474519,202401
576064,750847,329495,202401
225851,778227,302115,202401
149601,895442,184900,202401
56961,1077184,3158,202401
400776,220653,862141,202401
579041,385731,694121,202401
211217,431213,648834,202401
496280,824920,255422,202401
408787,298158,784946,202401
221566,126552,961283,202401
354555,817611,262731,202401
525890,638952,441390,202401
320822,899501,180841,202401
318069,888942,191400,202401
434647,307743,775378,202401
55595,753823,326519,202401
161804,1068871,11471,202401
283677,368616,711243,202401
290539,997231,83111,202401
599287,837388,242954,202401
331508,981376,98966,202401
12751,858692,221650,202401
442730,613997,466345,202401
364924,114963,972858,202401
520148,633268,447074,202401
179287,725884,354458,202401
254131,705469,374873,202401
512615,1025048,55294,202401
120446,501226,579116,202401
531127,986301,94041,202401
184059,275780,807245,202401
36499,225478,857330,202401
36012,589331,491011,202401
371600,792711,287631,202401
136027,44185,1060631,202401
162059,1003843,76499,202401
184569,172088,916035,202401
211868,553940,526402,202401
626435,656383,423959,202401
609320,341743,738914,202401
481336,456321,624003,202401
17520,950169,130173,202401
469077,250970,832030,202401
388245,91286,996468,202401
280681,115264,972556,202401
531885,877903,202439,202401
18941,859272,221070,202401
286517,358194,721668,202401
503437,43777,1061042,202401
41943,1040643,39699,202401
598119,533562,546780,202401
412794,78130,1026973,202401
6630,154417,933698,202401
47088,635128,445214,202401
366162,78894,1026254,202401
176088,769984,310358,202401
471280,589713,490629,202401
71045,317640,765503,202401
331863,68254,1036784,202401
158370,519003,561339,202401
345869,818263,262079,202401
210303,775774,304568,202401
598207,112259,975552,202401
492975,64143,1040855,202401
405664,168355,919777,202401
505769,829572,250770,202401
628663,518769,561573,202401
137180,822237,258105,202401
206800,735580,344762,202401
81638,843597,236745,202401
33945,443517,636795,202401
351789,895646,184696,202401
61364,652859,427483,202401
61364,137399,950710,202401
230601,862915,217427,202401
380126,347368,733349,202401
343080,448041,632313,202401
42578,1023812,56530,202401
485460,573882,506460,202401
158714,798013,282329,202401
422940,804257,276085,202401
597043,689892,390450,202401
282579,656517,423825,202401
280364,275601,807426,202401
128953,495097,585245,202401
250976,703653,376689,202401
483854,1052600,27742,202401
498821,969249,111093,202401
71595,21286,1062802,202401
207370,449177,631185,202401
155205,694577,385765,202401
193514,201560,886710,202401
556910,639986,440356,202401
281505,411797,668122,202401
208000,665224,415118,202401
388089,731200,349142,202401
250560,854621,225721,202401
12083,454607,625739,202401
457639,45452,1059378,202401
526356,38256,1066827,202401
354066,70732,1034319,202401
204992,752920,327422,202401
580166,651975,428367,202401
370485,507751,572591,202401
206054,129130,958720,202401
22788,844294,236048,202401
532365,778675,301667,202401
281719,411728,668191,202401
495980,965450,114892,202401
580972,1041270,39072,202401
74617,784632,295710,202401
108040,622319,458023,202401
255679,619518,460824,202401
571142,881996,198346,202401
14568,458230,622113,202401
432113,188199,899968,202401
76371,452832,627519,202401
432907,1060047,20295,202401
615898,871545,208797,202401
143910,560133,520209,202401
610237,371310,708540,202401
276744,946450,133892,202401
614058,229018,853815,202401
523785,39421,1065674,202401
563720,945996,134346,202401
535088,341279,739370,202401
146839,692414,387928,202401
369677,989220,91122,202401
983,329152,751540,202401
608808,1023173,57169,202401
481803,708599,371743,202401
220227,904456,175886,202401
604695,233623,849207,202401
618521,179111,909010,202401
200788,794186,286156,202401
102465,161800,926304,202401
311031,491308,589034,202401
481171,189568,898662,202401
195175,705365,374977,202401
528544,450842,629523,202401
561420,1034281,46061,202401
443860,286103,796963,202401
37422,193246,895001,202401
218026,525493,554849,202401
145130,333431,747145,202401
578880,868717,211625,202401
104218,628367,451975,202401
502804,895310,185032,202401
77256,825233,255109,202401
428033,78841,1026305,202401
551122,191338,896901,202401
40078,717531,362811,202401
268139,999272,81070,202401
151680,828792,251550,202401
130020,333876,746706,202401
533548,271444,811568,202401
464260,725124,355218,202401
591615,966721,113621,202401
614922,500988,579354,202401
226316,611003,469339,202401
522309,481490,598852,202401
538757,1027887,52455,202401
418589,312358,770786,202401
59006,298401,784702,202401
550501,660739,419603,202401
269236,838677,241665,202401
404,145440,942655,202401
11554,601456,478886,202401
146658,377511,702351,202401
89085,699361,380981,202401
539998,1022397,57945,202401
521430,694822,385520,202401
617174,1034299,46043,202401
122197,187837,900323,202401
140593,91323,996434,202401
53568,281465,801584,202401
322362,58831,1046144,202401
360253,52132,1052816,202401
101275,872492,207850,202401
536136,124512,963313,202401
572009,729462,350880,202401
259859,482177,598165,202401
562582,641093,439249,202401
467266,356889,722975,202401
111164,1061146,19196,202401
105377,125894,961939,202401
90551,705631,374711,202401
322828,537703,542639,202401
346268,791128,289214,202401
459746,190627,897612,202401
451539,463472,616870,202401
73540,571044,509298,202401
39225,649031,431311,202401
157043,427436,652548,202401
577948,483942,596400,202401
61947,693619,386723,202401
226988,1057634,22708,202401
95118,503266,577076,202401
629240,566137,514205,202401
73774,970575,109767,202401
338055,69475,1035578,202401
547912,671753,408589,202401
237289,682098,398244,202401
263525,329658,751041,202401
238539,408386,671530,202401
525111,327297,755830,202401
126609,771773,308569,202401
610187,536752,543590,202401
192601,302103,781008,202401
233151,91914,995850,202401
245716,833129,247213,202401
131021,473546,606796,202401
451786,623504,456838,202401
185167,415625,664333,202401
462332,636906,443436,202401
592488,952473,127869,202401
551350,389896,689965,202401
243217,410645,669284,202401
453891,178289,909830,202401
325291,101787,985984,202401
356365,868743,211599,202401
183081,553138,527204,202401
605132,389411,690440,202401
311995,851055,229287,202401
79307,827303,253039,202401
376891,187483,900672,202401
629877,537771,542571,202401
596308,587934,492408,202401
523776,647867,432475,202401
391225,462311,618024,202401
485006,308305,774816,202401
155409,339065,741578,202401
110919,460943,619394,202401
312926,762248,318094,202401
474576,1022863,57479,202401
389191,800224,280118,202401
579359,253799,829199,202401
493097,316435,766705,202401
176439,320414,762743,202401
266454,875851,204491,202401
372715,455941,624391,202401
55045,874136,206206,202401
103365,942325,138017,202401
369695,530048,550294,202401
